ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
85,K049,14K454,Green School: An Academy for Environmental Careers,K454,223 GRAHAM AVENUE,K,14,261,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
86,K049,14K586,Lyons Community School,K586,223 GRAHAM AVENUE,K,14,535,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
87,K049,,223 GRAHAM AVENUE CONSOLIDATED LOCATION,,223 GRAHAM AVENUE,K,14,1460,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",1,3,19,3,1,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
88,K050,14K050,J.H.S. 050 John D. Wells,K050,183 SOUTH  3 STREET,K,14,198,,1,J.H.S. 050 John D. Wells,0,1,8,1,0,2C,1-250,0.24,0.71,1.71,0.51,0.32
89,K051,15K051,M.S. 51 William Alexander,K051,350 5 AVENUE,K,15,1128,,1,M.S. 51 William Alexander,0,2,1,2,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
90,K052,22K052,P.S. 052 Sheepshead Bay,K052,2675 EAST  29 STREET,K,22,866,,1,P.S. 052 Sheepshead Bay,0,1,1,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
91,K054,13K054,P.S. 054 Samuel C. Barnes,K054,195 SANFORD STREET,K,13,241,,1,P.S. 054 Samuel C. Barnes,1,0,0,1,0,2C,1-250,0.24,0.71,1.71,0.51,0.32
92,K055,23K493,Brooklyn Collegiate: A College Board School,K493,2021 BERGEN STREET,K,23,307,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
93,K055,84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL(BN),K626,2021 Bergen Street,K,23,828,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
94,K055,,2021 BERGEN STREET CONSOLIDATED LOCATION,,2021 Bergen Street,K,23,NaN,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,1,6,7,3,4,3C,251-500,0.27,0.90,1.67,0.63,0.44
95,K056,13K056,P.S. 056 Lewis H. Latimer,K056,170 GATES AVENUE,K,13,200,170 GATES AVENUE CONSOLIDATED LOCATION,2,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
96,K056,13K351,The Urban Assembly Unison School,K351,170 GATES AVENUE,K,13,148,170 GATES AVENUE CONSOLIDATED LOCATION,2,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
97,K056,,170 GATES AVENUE CONSOLIDATED LOCATION,,170 GATES AVENUE,K,13,348,170 GATES AVENUE CONSOLIDATED LOCATION,2,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
98,K057,16K057,J.H.S. 057 Whitelaw Reid,K057,125 STUYVESANT AVENUE,K,16,169,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
99,K057,16K385,"School of Business, Finance and Entrepreneurship",K385,125 STUYVESANT AVENUE,K,16,60,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
100,K057,16K688,The Brooklyn Academy of Global Finance,K688,125 STUYVESANT AVENUE,K,16,126,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
101,K057,,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,,125 STUYVESANT AVENUE,K,16,355,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,J.H.S. 057 Whitelaw Reid |  Fredrick Douglass Academy IV Secondary School |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION,1,4,1,5,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
102,K058,15K058,P.S. 058 The Carroll,K058,330 SMITH STREET,K,15,994,,1,P.S. 058 The Carroll,1,0,0,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
103,K059,14K059,P.S. 059 William Floyd,K059,211 THROOP AVENUE,K,14,318,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
104,K059,84K125,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2(BN),K125,211 THROOP AVENUE,K,14,355,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
105,K059,,211 THROOP AVENUE CONSOLIDATED LOCATION,,211 THROOP AVENUE,K,14,673,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,0,1,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
106,K061,17K061,M.S. 061 Dr. Gladstone H. Atwell,K061,400 EMPIRE BOULEVARD,K,17,814,,1,M.S. 061 Dr. Gladstone H. Atwell,0,10,4,4,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82
107,K062,20K062,J.H.S. 062 Ditmas,K062,700 CORTELYOU ROAD,K,20,1191,,1,J.H.S. 062 Ditmas,0,3,1,1,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
108,K066,18K066,P.S. 66,K066,845 EAST  96 STREET,K,18,819,,1,P.S. 66,0,4,2,1,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82
109,K067,13K067,P.S. 067 Charles A. Dorsey,K067,51 SAINT EDWARDS STREET,K,13,228,,1,P.S. 067 Charles A. Dorsey,0,2,2,0,2,2C,1-250,0.24,0.71,1.71,0.51,0.32
110,K068,18K068,I.S. 068 Isaac Bildersee,K068,956 EAST  82 STREET,K,18,464,,1,I.S. 068 Isaac Bildersee,1,3,4,2,1,3C,251-500,0.27,0.90,1.67,0.63,0.44
111,K069,20K069,P.S. 69 Vincent D. Grippo School,K069,6302 9TH AVENUE,K,20,845,,1,P.S. 69 Vincent D. Grippo School,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
112,K071,14K071,Juan Morel Campos Secondary School,K071,215 HEYWARD STREET,K,14,622,,1,Juan Morel Campos Secondary School,1,5,5,3,3,4C,501-750,0.28,1.11,1.74,0.75,0.53
113,K072,19K677,East New York Elementary School of Excellence,K677,605 SHEPHERD AVENUE,K,19,566,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
114,K072,19K678,East New York Middle School of Excellence,K678,605 SHEPHERD AVENUE,K,19,260,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
115,K072,,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,,605 SHEPHERD AVENUE,K,19,826,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,0,6,2,3,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82
116,K073,23K073,P.S. 073 Thomas S. Boyland,K073,251 MCDOUGAL STREET,K,23,31,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
117,K073,23K599,Brooklyn Landmark Elementary School,K599,251 MCDOUGAL STREET,K,23,239,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
118,K073,23K664,Brooklyn Environmental Exploration School (BEES),K664,251 MCDOUGAL STREET,K,23,113,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
119,K073,,251 MCDOUGAL STREET CONSOLIDATED LOCATION,,251 MCDOUGAL STREET,K,23,383,251 MCDOUGAL STREET CONSOLIDATED LOCATION,2,Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
120,K075,32K075,P.S. 075 Mayda Cortiella,K075,95 GROVE STREET,K,32,446,,1,P.S. 075 Mayda Cortiella,1,0,2,1,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
121,K078,22K078,J.H.S. 078 Roy H. Mann,K078,1420 EAST  68 STREET,K,22,638,1420 East 68 Street CONSOLIDATED LOCATION,2,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
122,K078,84K781,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS),K781,1420 East 68 Street,K,22,251,1420 East 68 Street CONSOLIDATED LOCATION,2,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
123,K078,,1420 East 68 Street CONSOLIDATED LOCATION,,1420 East 68 Street,K,22,889,1420 East 68 Street CONSOLIDATED LOCATION,2,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,0,4,0,0,4,5C,751-1000,0.38,1.71,2.38,0.98,0.82
124,K081,16K081,P.S. 081 Thaddeus Stevens,K081,990 DEKALB AVENUE,K,16,304,,1,P.S. 081 Thaddeus Stevens,1,0,0,0,1,3C,251-500,0.27,0.90,1.67,0.63,0.44
125,K084,14K084,P.S. 084 Jose De Diego,K084,250 BERRY STREET,K,14,749,,1,P.S. 084 Jose De Diego,0,2,3,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
126,K085,75K753,P.S. K753 - School for Career Development,K753,510 CLERMONT AVENUE,K,13,213,,1,P.S. K753 - School for Career Development,3,3,1,2,1,2C,1-250,0.24,0.71,1.71,0.51,0.32
127,K086,32K086,P.S. 086 The Irvington,K086,220 IRVING AVENUE,K,32,413,,1,P.S. 086 The Irvington,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
128,K088,15K088,J.H.S. 088 Peter Rouget,K088,544 7TH AVENUE,K,15,1267,544 7TH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A
129,K088,75K053,P.S. K053,K053,544 7TH AVENUE,K,15,458,544 7TH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
130,K088,,544 7TH AVENUE CONSOLIDATED LOCATION,,544 7TH AVENUE,K,15,1725,544 7TH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,0,3,9,1,2,8C,2001-2500,0.42,1.78,3.44,1.02,0.87
131,K090,21K090,P.S. 90 Edna Cohen School,K090,2840 WEST  12 STREET,K,21,649,,1,P.S. 90 Edna Cohen School,0,1,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
132,K091,17K091,P.S. 091 The Albany Avenue School,K091,532 ALBANY AVENUE,K,17,356,,1,P.S. 091 The Albany Avenue School,2,1,0,2,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
133,K092,17K092,P.S. 092 Adrian Hegeman,K092,601 PARKSIDE AVENUE,K,17,476,,1,P.S. 092 Adrian Hegeman,0,0,1,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
134,K093,13K093,P.S. 093 William H. Prescott,K093,31 NEW YORK AVENUE,K,13,305,,1,P.S. 093 William H. Prescott,0,3,3,3,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
135,K094,15K094,P.S. 094 The Henry Longfellow,K094,5010 6 AVENUE,K,15,1512,,1,P.S. 094 The Henry Longfellow,0,1,0,1,0,8C,1501-1750,0.42,1.78,3.44,1.02,0.87
136,K095,21K095,P.S. 095 The Gravesend,K095,345 VAN SICKLEN STREET,K,21,932,,1,P.S. 095 The Gravesend,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
137,K096,21K096,I.S. 096 Seth Low,K096,99 AVENUE P,K,21,641,99 AVENUE P CONSOLIDATED LOCATION,2,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
138,K096,84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST(BS),K772,99 AVENUE P,K,21,245,99 AVENUE P CONSOLIDATED LOCATION,2,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
139,K096,,99 AVENUE P CONSOLIDATED LOCATION,,99 AVENUE P,K,21,641,99 AVENUE P CONSOLIDATED LOCATION,2,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,0,1,3,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
140,K097,21K097,P.S. 97 The Highlawn,K097,1855 STILLWELL AVENUE,K,21,833,,1,P.S. 97 The Highlawn,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
141,K099,21K099,P.S. 099 Isaac Asimov,K099,1120 EAST  10 STREET,K,21,883,,1,P.S. 099 Isaac Asimov,1,0,0,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
142,K100,21K100,P.S. 100 The Coney Island School,K100,2951 WEST  3 STREET,K,21,761,,1,P.S. 100 The Coney Island School,0,0,2,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
143,K101,21K101,P.S. 101 The Verrazano,K101,2360 BENSON AVENUE,K,21,886,,1,P.S. 101 The Verrazano,1,0,0,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
144,K102,20K102,P.S. 102 The Bayview,K102,211 72 STREET,K,20,1425,,1,P.S. 102 The Bayview,0,1,3,1,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
145,K104,20K104,P.S./I.S. 104 The Fort Hamilton School,K104,9115 5 AVENUE,K,20,1236,,1,P.S./I.S. 104 The Fort Hamilton School,0,0,4,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
146,K105,20K105,P.S. 105 The Blythebourne,K105,1031 59 STREET,K,20,1675,,1,P.S. 105 The Blythebourne,0,0,1,0,0,8C,1501-1750,0.42,1.78,3.44,1.02,0.87
147,K106,32K106,P.S. 106 Edward Everett Hale,K106,1328 PUTNAM AVENUE,K,32,505,,1,P.S. 106 Edward Everett Hale,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
148,K107,15K107,P.S. 107 John W. Kimball,K107,1301 8 AVENUE,K,15,572,,1,P.S. 107 John W. Kimball,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
149,K108,19K108,P.S. 108 Sal Abbracciamento,K108,200 LINWOOD STREET,K,19,982,,1,P.S. 108 Sal Abbracciamento,0,2,1,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
150,K110,14K110,P.S. 110 The Monitor,K110,124 MONITOR STREET,K,14,447,,1,P.S. 110 The Monitor,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
151,K111,32K347,I.S. 347 School of Humanities,K347,35 STARR STREET,K,32,303,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
152,K111,32K349,"I.S. 349 Math, Science & Tech.",K349,35 STARR STREET,K,32,304,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
153,K111,,35 STARR STREET CONSOLIDATED LOCATION,,35 STARR STREET,K,32,607,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",0,5,5,2,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
154,K112,20K112,P.S. 112 Lefferts Park,K112,7115 15 AVENUE,K,20,614,,1,P.S. 112 Lefferts Park,0,1,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
155,K113,13K113,M.S. 113 Ronald Edmonds Learning Center,K113,300 ADELPHI STREET,K,13,414,,2,M.S. 113 Ronald Edmonds Learning Center|Compass Charter School | 300 ADELPHI STREET,0,3,2,1,2,3C,251-500,0.27,0.90,1.67,0.63,0.44
156,K114,18K114,P.S. 114 Ryder Elementary,K114,1077 REMSEN AVENUE,K,18,603,,1,P.S. 114 Ryder Elementary,1,0,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
157,K115,18K115,P.S. 115 Daniel Mucatel School,K115,1500 EAST  92 STREET,K,18,1092,,1,P.S. 115 Daniel Mucatel School,0,1,1,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
158,K116,32K116,P.S. 116 Elizabeth L Farrell,K116,515 KNICKERBOCKER AVENUE,K,32,522,,1,P.S. 116 Elizabeth L Farrell,0,2,0,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
159,K117,13K412,"Brooklyn Community High School of Communication, A",K412,300 WILLOUGHBY AVENUE,K,13,379,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A |  MS 596 Peace Academy |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
160,K117,13K596,MS 596 Peace Academy,K596,300 WILLOUGHBY AVENUE,K,13,49,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A |  MS 596 Peace Academy |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
161,K117,13K616,Brooklyn High School for Leadership and Community,K616,300 WILLOUGHBY AVENUE,K,13,230,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A |  MS 596 Peace Academy |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
162,K117,,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,300 WILLOUGHBY AVENUE,K,13,658,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A |  MS 596 Peace Academy |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",1,5,1,6,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
163,K119,22K119,P.S. 119 Amersfort,K119,3829 AVENUE K,K,22,405,,1,P.S. 119 Amersfort,0,0,3,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
164,K120,14K120,P.S. 120 Carlos Tapia,K120,18 BEAVER STREET,K,14,429,,1,P.S. 120 Carlos Tapia,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
165,K121,21K121,P.S. 121 Nelson A. Rockefeller,K121,5301 20 AVENUE,K,21,356,,1,P.S. 121 Nelson A. Rockefeller,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
166,K123,32K123,P.S. 123 Suydam,K123,100 IRVING AVENUE,K,32,737,,1,P.S. 123 Suydam,1,0,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
167,K124,15K124,P.S. 124 Silas B. Dutcher,K124,515 4 AVENUE,K,15,341,,1,P.S. 124 Silas B. Dutcher,0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
168,K126,14K126,John Ericsson Middle School 126,K126,424 LEONARD STREET,K,14,372,424 LEONARD STREET CONSOLIDATED LOCATION,3,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
169,K126,84K689,Citizens of the World Charter School 1 Williamsbur,K689,424 LEONARD STREET,K,14,276,424 LEONARD STREET CONSOLIDATED LOCATION,3,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
170,K126,84K693,Northside Charter High School,K693,424 LEONARD STREET,K,14,392,424 LEONARD STREET CONSOLIDATED LOCATION,3,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
171,K126,,424 LEONARD STREET CONSOLIDATED LOCATION,,424 LEONARD STREET,K,14,1040,424 LEONARD STREET CONSOLIDATED LOCATION,3,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,0,4,6,4,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
172,K127,20K127,P.S. 127 Mckinley Park,K127,7805 7 AVENUE,K,20,529,,1,P.S. 127 Mckinley Park,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
173,K128,21K128,P.S. 128 Bensonhurst,K128,2075 84 STREET,K,21,425,,1,P.S. 128 Bensonhurst,0,0,1,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
174,K130,15K130,P.S. 130 The Parkside,K130,70 OCEAN PARKWAY,K,15,770,,1,P.S. 130 The Parkside,0,2,0,2,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
175,K131,15K131,P.S. 131 Brooklyn,K131,4305 FT HAMILTON PARKWAY,K,15,1085,,1,P.S. 131 Brooklyn,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
176,K132,14K132,P.S. 132 The Conselyea School,K132,320 MANHATTAN AVENUE,K,14,689,,1,P.S. 132 The Conselyea School,0,1,2,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
177,K135,18K135,P.S. 135 Sheldon A. Brookner,K135,684 LINDEN BOULEVARD,K,18,665,,1,P.S. 135 Sheldon A. Brookner,0,0,2,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
178,K136,15K136,I.S. 136 Charles O. Dewey,K136,4004 4 AVENUE,K,15,495,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
179,K136,15K821,Sunset Park Prep,K821,4004 4 AVENUE,K,15,515,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
180,K136,,4004 4 AVENUE CONSOLIDATED LOCATION,,4004 4 AVENUE,K,15,1010,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,0,1,2,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
